tool,refactoring,input,output,LLM,Date,LLM Output,LLM Answer,Correct,,,,,,,,
Netbeans,Push Down Field,"package Package_0;
import Package_1.*;
public class A_0 implements ClassId_1 {
  long methodid_0(  long a){
    return 0;
  }
  public int fieldid_0=11;
}

package Package_1;
import Package_0.*;
public class ClassId_0 extends A_0 {
  public long methodid_0(){
    return ClassId_0.this.fieldid_0;
  }
}

package Package_1;
public interface ClassId_1 {
  public int fieldid_0=10;
}","package Package_0;
import Package_1.*;
public class A_0 implements ClassId_1 {
  long methodid_0(  long a){
    return 0;
  }
}


package Package_1;
import Package_0.*;
public class ClassId_0 extends A_0 {

    public int fieldid_0 = 11;
  public long methodid_0(){
    return ClassId_0.this.fieldid_0;
  }
}


package Package_1;
public interface ClassId_1 {
  public int fieldid_0=10;
}",gpt-oss:20b,2026-07-06,"- **Push Down Field**  

  *The field `fieldid_0` was originally declared in the superclass `A_0`. In the transformed version it is removed from `A_0` and re‑declared inside the subclass `ClassId_0`, effectively moving (pushing) the field down to a more specific class.*",- **Push Down Field**,Yes,,,,,,,,
JRRT,Push Down Field,"package Package_0;
import Package_1.*;
public class A_0 implements ClassId_1 {
  long methodid_0(  long a){
    return 0;
  }
  public int fieldid_0=11;
}

package Package_1;
import Package_0.*;
public class ClassId_0 extends A_0 {
  public long methodid_0(){
    return ClassId_0.this.fieldid_0;
  }
}

package Package_1;
public interface ClassId_1 {
  public int fieldid_0=10;
}","package Package_0;
import Package_1.*;

public class A_0 implements ClassId_1  {
  long methodid_0(long a) {
    return 0;
  }
}
package Package_1;
import Package_0.*;

public class ClassId_0 extends A_0  {
  public int fieldid_0 = 11;
  public long methodid_0() {
    return ClassId_0.this.fieldid_0;
  }
}
package Package_1;

public interface ClassId_1  {
  public int fieldid_0 = 10;
}",gpt-oss:20b,2026-07-06,"- **Push Down Field** – The field `fieldid_0` that was originally declared in superclass `A_0` has been moved into subclass `ClassId_0`.  
  - *Justification*: In the original code, `ClassId_0` inherits `fieldid_0` from `A_0`; after transformation, `ClassId_0` declares its own `fieldid_0=11`, and the method `methodid_0()` still returns that field. This is a classic push‑down of a field from parent to child.",- **Push Down Field** – The field `fieldid_0` that was originally declared in superclass `A_0` has been moved into subclass `ClassId_0`.,Yes,,,,,,,,
Eclipse,Push Down Field,"package Package_0;
public class A_0 {
  long methodid_0(  int a){
    return 0;
  }
  int fieldid_0=11;
}

package Package_0;
public class ClassId_0 extends A_0 {
  public long methodid_0(){
    return fieldid_0;
  }
}

package Package_1;
public class ClassId_1 {
  public int fieldid_0=10;
}","package Package_0;
public class A_0 {
  long methodid_0(  int a){
    return 0;
  }
}

package Package_0;
public class ClassId_0 extends A_0 {
  int fieldid_0 = 11;

public long methodid_0(){
    return fieldid_0;
  }
}

package Package_1;
public class ClassId_1 {
  public int fieldid_0=10;
}",gpt-oss:20b,2026-07-06,"- **Push Down Field** – The `fieldid_0` variable was moved from the superclass `A_0` to its subclass `ClassId_0`.  
  - In the original version, `A_0` declared `int fieldid_0 = 11;`, while `ClassId_0` had no such field.  
  - In the transformed version, the declaration was removed from `A_0` and added to `ClassId_0` as `int fieldid_0 = 11;`. The rest of the code (methods and package structure) remains unchanged, confirming that only a push‑down of this field occurred.",- **Push Down Field** – The `fieldid_0` variable was moved from the superclass `A_0` to its subclass `ClassId_0`.,Yes,,,,,,,,
JRRT,Push Down Field,"package Package_0;
public class A_0 {
  long methodid_0(  long a){
    return 0;
  }
  int fieldid_0=11;
}

package Package_0;
public class ClassId_0 extends A_0 {
  public long methodid_0(){
    return super.fieldid_0;
  }
}

package Package_1;
public class ClassId_1 {
  public int fieldid_0=10;
}","package Package_0;

public class A_0  {
  long methodid_0(long a) {
    return 0;
  }
}
package Package_0;

public class ClassId_0 extends A_0  {
  int fieldid_0 = 11;
  public long methodid_0() {
    return fieldid_0;
  }
}
package Package_1;

public class ClassId_1  {
  public int fieldid_0 = 10;
}",gpt-oss:20b,2026-07-06,"- **Push Down Field**

  * The `fieldid_0` variable was originally declared in the superclass `A_0`.  
    In the transformed version it has been moved to its subclass `ClassId_0`.  
    This is a classic “push down field” refactoring: the field is relocated from
    the parent class to one or more of its child classes.",- **Push Down Field**,Yes,,,,,,,,
Eclipse,Push Down Field,"package Package_0;
import Package_1.*;
public class ClassId_0 extends A_0 {
  public long methodid_0(){
    return this.fieldid_0;
  }
}

package Package_1;
public class A_0 implements ClassId_1 {
  public long methodid_0(){
    return 0;
  }
  public int fieldid_0=10;
}

package Package_1;
public interface ClassId_1 {
  public int fieldid_0=11;
}","package Package_0;
import Package_1.*;
public class ClassId_0 extends A_0 {
  public int fieldid_0 = 10;

public long methodid_0(){
    return this.fieldid_0;
  }
}

package Package_1;
public class A_0 implements ClassId_1 {
  public long methodid_0(){
    return 0;
  }
}

package Package_1;
public interface ClassId_1 {
  public int fieldid_0=11;
}",gpt-oss:20b,2026-07-06,"- **Push Down Field** – The `fieldid_0` was originally declared in the superclass `A_0`. In the transformed version it is removed from `A_0` and added to its subclass `ClassId_0`, while the method in `ClassId_0` continues to use this field. This matches a push‑down‑field refactoring.","- **Push Down Field** – The `fieldid_0` was originally declared in the superclass `A_0`. In the transformed version it is removed from `A_0` and added to its subclass `ClassId_0`, while the method in `ClassId_0` continues to use this field. This matches a push‑down‑field refactoring.",Yes,,,,,,,,
Netbeans,Push Down Field,"package Package_0;
import Package_1.*;
public class A_0 implements ClassId_1 {
  private long methodid_0(  long a){
    return this.fieldid_0;
  }
  protected int fieldid_0=11;
}

package Package_0;
public class ClassId_0 extends A_0 {
  public long methodid_0(){
    return ClassId_0.this.fieldid_0;
  }
}

package Package_1;
public interface ClassId_1 {
  public int fieldid_0=10;
}","package Package_0;
import Package_1.*;
public class A_0 implements ClassId_1 {
  private long methodid_0(  long a){
    return this.fieldid_0;
  }
}


package Package_0;
public class ClassId_0 extends A_0 {

    protected int fieldid_0 = 11;
  public long methodid_0(){
    return ClassId_0.this.fieldid_0;
  }
}


package Package_1;
public interface ClassId_1 {
  public int fieldid_0=10;
}",gpt-oss:20b,2026-07-06,"- **Push Down Field** – moved the `fieldid_0` instance variable from class `A_0` to its subclass `ClassId_0`.

**Justification**

* In the original version, `A_0` declares `protected int fieldid_0 = 11;`.  
* In the transformed version, that declaration is removed from `A_0` and added to `ClassId_0`.  
* The method `methodid_0()` in both classes still references `fieldid_0`, but now it refers to the field defined in `ClassId_0`. This relocation of a field from a superclass to its subclass matches the definition of **Push Down Field**.",- **Push Down Field** – moved the `fieldid_0` instance variable from class `A_0` to its subclass `ClassId_0`.,Yes,,,,,,,,
JRRT,Push Down Field,"package Package_0;
import Package_1.*;
public class A_0 implements ClassId_1 {
  protected long methodid_0(  long a){
    return 0;
  }
  protected int fieldid_0=10;
}

package Package_0;
public class ClassId_0 extends A_0 {
  public long methodid_0(){
    return ClassId_0.this.fieldid_0;
  }
}

package Package_1;
public interface ClassId_1 {
  public int fieldid_0=11;
}","package Package_0;
import Package_1.*;

public class A_0 implements ClassId_1  {
  protected long methodid_0(long a) {
    return 0;
  }
}
package Package_0;

public class ClassId_0 extends A_0  {
  protected int fieldid_0 = 10;
  public long methodid_0() {
    return ClassId_0.this.fieldid_0;
  }
}
package Package_1;

public interface ClassId_1  {
  public int fieldid_0 = 11;
}",gpt-oss:20b,2026-07-06,"- **Push Down Field**

**Justification**

- In the original code, `fieldid_0` is declared in the superclass `A_0`.  
- After transformation, the declaration of `fieldid_0` is removed from `A_0` and added to its subclass `ClassId_0`, where it now becomes a protected field.  
- This movement of a field from a parent class to one or more child classes matches the “Push Down Field” refactoring.",- **Push Down Field**,Yes,,,,,,,,
Netbeans,Push Down Field,"package Package_0;
import Package_1.*;
public class A_0 implements ClassId_1 {
  long methodid_0(  long a){
    return A_0.this.fieldid_0;
  }
  public int fieldid_0=11;
}

package Package_0;
public class ClassId_0 extends A_0 {
  public long methodid_0(){
    return ClassId_0.this.fieldid_0;
  }
}

package Package_1;
public interface ClassId_1 {
  public int fieldid_0=10;
}","package Package_0;
import Package_1.*;
public class A_0 implements ClassId_1 {
  long methodid_0(  long a){
    return A_0.this.fieldid_0;
  }
}


package Package_0;
public class ClassId_0 extends A_0 {

    public int fieldid_0 = 11;
  public long methodid_0(){
    return ClassId_0.this.fieldid_0;
  }
}


package Package_1;
public interface ClassId_1 {
  public int fieldid_0=10;
}",gpt-oss:20b,2026-07-06,"- **Push Down Field**

  * The field `fieldid_0` was originally declared in the superclass `A_0`.  
  * In the transformed version, that declaration has been removed from `A_0` and re‑introduced in its subclass `ClassId_0`, while keeping the same name and value (`11`).  
  * This change matches the definition of a **Push Down Field** refactoring.",- **Push Down Field**,Yes,,,,,,,,
Eclipse,Push Down Field,"package Package_0;
import Package_1.*;
public class A_0 implements ClassId_1 {
  private long methodid_0(  int a){
    return 0;
  }
  public int fieldid_0=10;
}

package Package_1;
import Package_0.*;
public class ClassId_0 extends A_0 {
  public long methodid_0(){
    return ClassId_0.this.fieldid_0;
  }
}

package Package_1;
public interface ClassId_1 {
  public int fieldid_0=11;
}","package Package_0;
import Package_1.*;
public class A_0 implements ClassId_1 {
  private long methodid_0(  int a){
    return 0;
  }
}

package Package_1;
import Package_0.*;
public class ClassId_0 extends A_0 {
  public int fieldid_0 = 10;

public long methodid_0(){
    return ClassId_0.this.fieldid_0;
  }
}

package Package_1;
public interface ClassId_1 {
  public int fieldid_0=11;
}",gpt-oss:20b,2026-07-06,"- **Push Down Field**

  *The field `fieldid_0` was removed from class `A_0` (the superclass) and declared in its subclass `ClassId_0`. This is a classic “push down field” refactoring, moving the field to a more specific class while preserving its original value (`10`). No other methods or classes were altered.*",- **Push Down Field**,Yes,,,,,,,,
JRRT,Push Down Field,"package Package_0;
public class A_0 {
  public long methodid_0(  int a){
    return 0;
  }
  public int fieldid_0=10;
}

package Package_0;
public class ClassId_0 extends A_0 {
  public long methodid_0(){
    return fieldid_0;
  }
}

package Package_1;
public class ClassId_1 {
  public int fieldid_0=11;
}","package Package_0;

public class A_0  {
  public long methodid_0(int a) {
    return 0;
  }
}
package Package_0;

public class ClassId_0 extends A_0  {
  public int fieldid_0 = 10;
  public long methodid_0() {
    return fieldid_0;
  }
}
package Package_1;

public class ClassId_1  {
  public int fieldid_0 = 11;
}",gpt-oss:20b,2026-07-06,"- **Push Down Field**

**Justification:**
- In the original code, `fieldid_0` is declared in class `A_0`.  
- After transformation, `fieldid_0` has been removed from `A_0` and added to its subclass `ClassId_0`, while the functionality of both classes remains unchanged. This relocation of a field from a superclass to a subclass matches the **Push Down Field** refactoring.",- **Push Down Field**,Yes,,,,,,,,
